gene	n_ss_samples_with_upoutlier	pct_ss_samples_with_upoutlier	list_of_samples
KCNQ2	14	38.88888888888889	TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1362_S01, THR39_1371_S01, THR31_1386_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
MMP23B	14	38.88888888888889	TCGA-DX-AB3B-01, TCGA-DX-A7EO-01, TCGA-DX-AB3C-01, TCGA-Z4-AAPF-01, THR39_1362_S01, THR39_1370_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1392_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
NTNG2	14	38.88888888888889	TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1386_S01, THR31_1393_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
TBX18	14	38.88888888888889	TCGA-MJ-A850-01, TCGA-FX-A8OO-01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1367_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1374_S01
FOXD1	13	36.11111111111111	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, THR39_1360_S01, THR39_1361_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR39_1369_S01
MEGF6	13	36.11111111111111	TCGA-DX-AB3B-01, TH03_0112_S01, TH03_0112_S02, THR39_1362_S01, THR39_1365_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, TH03_0156_S01, THR39_1369_S01, THR39_1372_S01
RBFOX3	13	36.11111111111111	TCGA-X6-A8C7-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1364_S01, THR39_1371_S01, TH03_0156_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01
TLE4	13	36.11111111111111	THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1374_S01
ZFHX4-AS1	13	36.11111111111111	TCGA-MJ-A850-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, THR39_1360_S01, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1374_S01
ZNF280D	13	36.11111111111111	THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01
ADGRB1	12	33.33333333333333	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7ER-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1371_S01, THR31_1386_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01
CDON	12	33.33333333333333	TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, TH03_0112_S02, THR39_1365_S01, THR39_1367_S01, THR39_1375_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1368_S01, THR39_1369_S01
CTAG1B	12	33.33333333333333	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-AB3C-01, TCGA-Z4-AAPF-01, TH03_0112_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1371_S01, TH03_0156_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
ECEL1	12	33.33333333333333	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TH03_0112_S01, TH03_0112_S02, THR39_1362_S01, THR39_1366_S01, THR39_1371_S01, THR39_1373_S01, TH03_0156_S01, THR39_1372_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
FAM101A	12	33.33333333333333	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TH03_0112_S02, THR39_1360_S01, THR39_1366_S01, THR39_1371_S01, THR39_1376_S01, THR31_1386_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
GLI1	12	33.33333333333333	TH03_0112_S02, THR39_1362_S01, THR39_1363_S01, THR39_1365_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1377_S01, THR31_1393_S01, TH27_0976_S01, THR39_1369_S01, THR39_1372_S01
NNAT	12	33.33333333333333	TCGA-DX-AB3B-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1373_S01, THR31_1386_S01, THR39_1368_S01, THR39_1374_S01
OGN	12	33.33333333333333	TH03_0112_S02, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1392_S01, THR39_1374_S01
PAMR1	12	33.33333333333333	TCGA-DX-AB3B-01, TCGA-DX-A7ER-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1366_S01, THR39_1367_S01, THR39_1373_S01, THR31_1393_S01, TH03_0156_S01
PCDHB2	12	33.33333333333333	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TH03_0112_S02, THR39_1361_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1375_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1372_S01
SOHLH1	12	33.33333333333333	TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1362_S01, THR39_1366_S01, THR39_1367_S01, THR31_1386_S01, THR31_1393_S01, TH27_0976_S01, THR39_1369_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
CACNA1G	11	30.555555555555557	TCGA-WK-A8XT-01, TH03_0112_S02, THR39_1360_S01, THR39_1364_S01, THR39_1371_S01, THR31_1386_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01
CACNA1H	11	30.555555555555557	TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1371_S01, THR39_1373_S01, THR31_1386_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
CHAD	11	30.555555555555557	TCGA-DX-AB3B-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-Z4-AAPF-01, THR39_1361_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1372_S01
CILP2	11	30.555555555555557	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TH03_0112_S01, THR39_1361_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR31_1392_S01, THR31_1393_S01, THR39_1372_S01
COL11A2	11	30.555555555555557	TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR31_1386_S01, THR39_1368_S01, THR39_1369_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
PDGFRA	11	30.555555555555557	TCGA-WK-A8XT-01, THR39_1361_S01, THR39_1363_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR39_1368_S01, THR39_1374_S01
THBS3	11	30.555555555555557	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-AB3C-01, TH03_0112_S01, TH03_0112_S02, THR39_1373_S01, THR31_1386_S01, THR39_1368_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
ADAM33	10	27.77777777777778	THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1376_S01, TH03_0156_S01, THR39_1368_S01, THR39_1374_S01, THR39_1378_S01
ADCY4	10	27.77777777777778	TCGA-DX-A7EO-01, THR39_1363_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1386_S01, THR31_1393_S01, TH03_0156_S01, THR39_1374_S01, THR39_1378_S01
AKAP9	10	27.77777777777778	TH03_0112_S01, TH03_0112_S02, THR39_1363_S01, THR39_1364_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1376_S01, THR39_1372_S01, THR39_1374_S01
BMPER	10	27.77777777777778	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, THR39_1360_S01, THR39_1361_S01, THR39_1365_S01, THR39_1367_S01, THR39_1375_S01, THR39_1368_S01, THR39_1369_S01
FKBP7	10	27.77777777777778	TCGA-DX-AB3B-01, TCGA-WK-A8XT-01, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR31_1386_S01, TH27_0976_S01, THR39_1374_S01
FLRT2	10	27.77777777777778	TCGA-X6-A8C7-01, THR39_1360_S01, THR39_1361_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR31_1392_S01, TH27_0976_S01, THR39_1369_S01
MCTP2	10	27.77777777777778	THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1374_S01
OSR2	10	27.77777777777778	TCGA-Z4-AAPF-01, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR31_1386_S01, TH03_0156_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
PIGC	10	27.77777777777778	TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-FX-A8OO-01, THR39_1364_S01, THR39_1370_S01, THR39_1376_S01, THR31_1386_S01, TH03_0156_S01, THR39_1368_S01, THR39_1372_S01
PTCH1	10	27.77777777777778	TCGA-WK-A8XT-01, TH03_0112_S02, THR39_1362_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, THR39_1377_S01, THR31_1386_S01, THR31_1393_S01
RGS3	10	27.77777777777778	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-Z4-AAPF-01, THR39_1360_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, TH03_0156_S01, TH27_0976_S01
RP11-161M6.2	10	27.77777777777778	TCGA-DX-A7ER-01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1371_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
SERTAD4	10	27.77777777777778	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, THR39_1360_S01, THR39_1361_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1368_S01, THR39_1369_S01
TWIST1	10	27.77777777777778	TCGA-DX-AB3B-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1366_S01, THR39_1371_S01, THR39_1375_S01, THR31_1386_S01, THR39_1369_S01
CBX4	9	25	TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1365_S01, THR39_1371_S01, THR31_1386_S01, THR39_1369_S01
CNTFR	9	25	TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1371_S01, THR31_1386_S01, THR31_1392_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
CPT1C	9	25	TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TH03_0112_S01, THR31_1386_S01, THR39_1368_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
CYTL1	9	25	THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1371_S01, THR39_1376_S01, THR31_1386_S01, THR31_1393_S01, TH27_0976_S01, THR39_1372_S01
DLG4	9	25	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1371_S01, THR31_1386_S01, THR39_1368_S01, THR39_1372_S01
EXTL2	9	25	THR39_1360_S01, THR39_1361_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR39_1369_S01
MAGEA4	9	25	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, THR31_1386_S01, THR31_1393_S01, TH03_0156_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01
MSX2	9	25	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1375_S01, THR39_1377_S01, TH27_0976_S01, THR39_1369_S01
NAALADL1	9	25	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TH03_0112_S01, TH03_0112_S02, THR39_1366_S01, THR39_1373_S01, TH27_0976_S01
OVOS2	9	25	TCGA-DX-A7EO-01, TCGA-Z4-AAPF-01, THR39_1360_S01, THR39_1362_S01, THR39_1371_S01, THR39_1373_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
PTH1R	9	25	TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, TH03_0112_S02, THR39_1364_S01, THR39_1366_S01, TH27_0976_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
RBMX	9	25	TCGA-WK-A8XT-01, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1371_S01, THR39_1376_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01
SAMD11	9	25	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-Z4-AAPF-01, THR39_1362_S01, THR39_1365_S01, THR39_1375_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01
SHOX2	9	25	TCGA-X6-A8C7-01, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1375_S01, THR39_1377_S01
SIX2	9	25	TCGA-DX-A7ER-01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, THR39_1369_S01, TCGA-DX-A7EQ-01
TSHZ1	9	25	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, THR39_1360_S01, THR39_1361_S01, THR31_1386_S01, THR31_1392_S01, THR39_1368_S01, THR39_1372_S01
WNT11	9	25	TH03_0112_S01, TH03_0112_S02, THR39_1363_S01, THR39_1364_S01, THR39_1371_S01, TH27_0976_S01, THR39_1372_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
